programme,scheduled_event_count,scenario
Speech and Language Processing (MSc) (Part-time) (Year 2),7,S1
Sport Management (BSc Hons) (Year 1),43,S1
Sport Management (BSc Hons) (Year 2),49,S1
Sport Management (BSc Hons) (Year 3),17,S1
"Sport Policy, Management and International Development (MSC) (Year 1)",15,S1
"Sport Policy, Management and International Development (MSC) (Year 2)",2,S1
Sport and Recreation Management (BSc Hons) (Year 4),9,S1
"Sport, Physical Education and Health Sciences (PhD) - 3 Years (Full-time) (Year 2)",5,S1
Sports Science Medicine (BMedSci Hons) (Year 3),17,S1
Statistics (PhD) (Full-time) (Year 1),6,S1
Statistics and Operational Research (MSc) (Full-time) (Year 1),6,S1
Statistics with Data Science (MSc) (Year 1),24,S1
Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 1),13,S1
Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 2),4,S1
Strength and Conditioning (MSc) - 2 Years (Part-time) (Year 2),9,S1
Structural Engineering with Architecture (BEng Hons) (Year 1),16,S1
Structural Engineering with Architecture (BEng Hons) (Year 2),19,S1
Structural Engineering with Architecture (BEng Hons) (Year 3),11,S1
Structural Engineering with Architecture (BEng Hons) (Year 4),6,S1
Structural Engineering with Architecture (MEng Hons) (Year 1),10,S1
Structural Engineering with Architecture (MEng Hons) (Year 2),21,S1
Structural Engineering with Architecture (MEng Hons) (Year 3),11,S1
Structural Engineering with Architecture (MEng Hons) (Year 4),11,S1
Structural Engineering with Architecture (MEng Hons) (Year 5),15,S1
Structural and Fire Safety Engineering (BEng Hons) (Year 2),18,S1
Structural and Fire Safety Engineering (BEng Hons) (Year 3),10,S1
Structural and Fire Safety Engineering (MEng Hons) (Year 3),10,S1
Structural and Fire Safety Engineering (MEng Hons) (Year 4),11,S1
Structural and Fire Safety Engineering (MEng Hons) (Year 5),8,S1
Study Abroad/Exchange Programme: Full Year (CAHSS) (Year 1),28,S1
Study Abroad/Exchange Programme: Semester 1 (CAHSS) (Year 1),172,S1
Sustainable Development (Geography) MA (Hons) - 4 Years (Full-Time) (Year 3),25,S1
Sustainable Development (Geography) MA (Hons) - 4 Years (Full-Time) (Year 4),14,S1
Sustainable Development (Politics and International Relations) MA (Hons) - 4 Years (Full-Time) (Year 3),27,S1
Sustainable Development (Politics and International Relations) MA (Hons) - 4 Years (Full-Time) (Year 4),22,S1
"Sustainable Development (Science, Technology and Innovation Studies) (MA Hons) (Year 3)",5,S1
"Sustainable Development (Science, Technology and Innovation Studies) (MA Hons) (Year 4)",18,S1
Sustainable Development (Social Anthropology) MA (Hons) - 4 years (Full-Time) (Year 3),18,S1
Sustainable Development (Social Anthropology) MA (Hons) - 4 years (Full-Time) (Year 4),12,S1
Sustainable Development (Sociology) MA (Hons) - 4 Years (Full-Time) (Year 3),11,S1
Sustainable Development (Sociology) MA (Hons) - 4 Years (Full-Time) (Year 4),5,S1
Sustainable Development MA (Hons) (Year 1),41,S1
Sustainable Development MA (Hons) (Year 2),117,S1
Sustainable Energy Systems (MSc) (Year 1),14,S1
Sustainable Lands and Cities (Fusion On-site) (Full-time) (MSc) (Year 1),10,S1
Synthetic Biology and Biotechnology (MSc) (Year 1),12,S1
Systematic Theology (PhD) (Part-time) (Year 1),1,S1
Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),49,S1
Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 2),9,S1
Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 3),8,S1
Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 4),3,S1
Teaching English to Speakers of Other Languages (PgDip) (Full-time) (Year 1),9,S1
Textiles (BA Hons) (Year 2),19,S1
Textiles (BA Hons) (Year 3),7,S1
Textiles (BA Hons) (Year 4),8,S1
The Middle East in Global Politics (MSc) (Year 1),23,S1
Theology MA(Hons) (Year 1),46,S1
Theology MA(Hons) (Year 2),60,S1
Theology MA(Hons) (Year 3),31,S1
Theology MA(Hons) (Year 4),20,S1
Theology and Religious Studies (MSc) (Year 1),7,S1
Theology in History (MTh) (Part-time) (Year 1),1,S1
Theoretical Physics (BSc Hons) (Year 1),19,S1
Theoretical Physics (BSc Hons) (Year 2),65,S1
Theoretical Physics (BSc Hons) (Year 3),32,S1
Theoretical Physics (BSc Hons) (Year 4),29,S1
Theoretical Physics (MPhys) (Year 1),46,S1
Theoretical Physics (MPhys) (Year 2),42,S1
Theoretical Physics (MPhys) (Year 3),36,S1
Theoretical Physics (MPhys) (Year 4),27,S1
Theoretical Physics (MPhys) (Year 5),33,S1
Theoretical Physics MSc (Year 1),19,S1
Theoretical Physics MSc (Year 2),15,S1
"Transformative Learning and Teaching (Nursery - S3, Generalist) (MSc) - 21 Months (Year 2)",7,S1
"Transformative Learning and Teaching (P5 - S6, English) (MSc) - 21 Months (Year 2)",6,S1
Translation Studies (MSc) (Full-time) (Year 1),24,S1
Translational Neuroscience (PhD with Integrated Study) - 4 Years (Year 1),4,S1
VS European Studies (BAES) - 2 Semesters (Year 1),4,S1
VS European Studies (BAES) - 3 Semesters (Year 2),4,S1
Veterinary Medicine (Clinical) (BVMS) (Year 3),64,S1
Veterinary Medicine (Clinical) (BVMS) (Year 4),65,S1
Veterinary Medicine (Clinical) (Graduate Entry) (BVMS) (Year 2),64,S1
Veterinary Medicine (Clinical) (Graduate Entry) (BVMS) (Year 3),65,S1
Veterinary Medicine (Preclinical) (BVMS) (Year 1),63,S1
Veterinary Medicine (Preclinical) (BVMS) (Year 2),76,S1
Veterinary Medicine (Preclinical) (Graduate Entry) (BVMS) (Year 1),52,S1
Visiting Research in PPL - 12 months (Year 1),1,S1
World Christianity (PhD) (Full-time) (Year 1),3,S1
Zoology (BMedSci Hons) (Year 3),11,S1
Zoology BSc (VetSci) (Hons) (Year 1),9,S1
AHSS Cert (HE) International Foundation Programme - UCAS Entry (Year 1),19,S2
Academic Practice (Higher Education) (ICL) (PgCert) - 1-3 Years (Year 3),9,S2
Accounting (PhD with Integrated Study) (Year 1),3,S2
Accounting and Business MA (Hons) (Year 1),10,S2
Accounting and Business MA (Hons) (Year 2),25,S2
Accounting and Business MA (Hons) (Year 3),16,S2
Accounting and Business MA (Hons) (Year 4),18,S2
Accounting and Finance (MA Hons) (Year 1),40,S2
Accounting and Finance (MA Hons) (Year 2),33,S2
Accounting and Finance (MA Hons) (Year 3),24,S2
Accounting and Finance (MA Hons) (Year 4),28,S2
Accounting and Finance (MSc) (Year 1),6,S2
Acoustics and Music Technology (MSc) (Full-time) (Year 1),13,S2
Acoustics and Music Technology (MSc) (Part-time) (Year 2),4,S2
Acoustics and Music Technology BSc (Hons) (Year 1),15,S2
Acoustics and Music Technology BSc (Hons) (Year 2),31,S2
Acoustics and Music Technology BSc (Hons) (Year 3),7,S2
Acoustics and Music Technology BSc (Hons) (Year 4),21,S2
Advanced Care (PhD with Integrated Study) - 4 Years (Full-time) (Year 1),16,S2
Advanced Chemical Engineering (MSc) - 1 Year (Full-time) (Year 1),7,S2
Advanced Nursing (Clinical Research) (MSc) - 1 Year (Full-time) (Year 1),10,S2
Advanced Nursing (Education) (MSc) - 1 Year (Full-time) (Year 1),9,S2
Advanced Nursing (Leadership) (MSc) - 1 Year (Full-time) (Year 1),7,S2
Advanced Nursing (MSc) - 1 Year (Full-time) (Year 1),18,S2
Advanced Nursing (MSc) - 2 Years (Part-time) (Year 2),5,S2
Advanced Nursing (MSc) - 3 Years (Part-time) (Year 3),5,S2
Advanced Power Engineering (MSc) - 2 Years (Full-time) (Year 1),8,S2
Advanced Social Work Studies (Mental Health Officer Award) (PgCert) - 9 Months (Full-time) (Year 1),1,S2
Advanced Sustainable Design (On Campus) (MSc) (Year 1),5,S2
Advanced Technology for Financial Computing (MSc) - 1 Year (Full-Time) (Year 1),24,S2
Advanced Technology for Financial Computing (MSc) - 1 Year (Full-Time) (Year 2),12,S2
Africa and International Development (MSc) (Part-time) (Year 2),1,S2
Agriculture and Food Security (MScR) - 1 year (Full-time) (Year 3),5,S2
Algebra and Number Theory (PhD) (Full-time) (Year 2),2,S2
American History (MSc) (Full-time) (Year 1),3,S2
"Anaesthesia, Critical Care and Pain Medicine (BMedSci) (Hons) (Year 3)",11,S2
Analytical Chemistry (MSc) (Year 1),15,S2
Anatomy and Development (BMedSci) - 1 Year (Full-time) (Year 3),32,S2
Anatomy and Development BSc (Hons) (Year 1),11,S2
Anatomy and Development BSc (Hons) (Year 2),16,S2
Anatomy and Development BSc (Hons) (Year 3),32,S2
Anatomy and Development BSc (Hons) (Year 4),20,S2
Ancient History (MA Hons) (Year 1),31,S2
Ancient History (MA Hons) (Year 2),48,S2
Ancient History (MA Hons) (Year 3),27,S2
Ancient History (MA Hons) (Year 4),19,S2
Ancient History (MSc) - 1 Year (Full-time) (Year 1),10,S2
Ancient History and Latin (MA Hons) (Year 2),14,S2
Ancient History and Latin (MA Hons) (Year 4),3,S2
Ancient Mediterranean Civilisations (MA Hons) (Year 2),11,S2
Ancient Mediterranean Civilisations (MA Hons) (Year 3),5,S2
Ancient Mediterranean Civilisations (MA Hons) (Year 4),9,S2
Ancient and Medieval History (MA Hons) (Year 1),14,S2
Ancient and Medieval History (MA Hons) (Year 2),27,S2
Ancient and Medieval History (MA Hons) (Year 3),33,S2
Ancient and Medieval History (MA Hons) (Year 4),18,S2
Animal Breeding and Genetics (MSc) (Full-time) (Year 1),9,S2
Animal Breeding and Genetics (MSc) (Full-time) (Year 2),9,S2
Animation (BA Hons) (Year 1),9,S2
Animation (BA Hons) (Year 2),10,S2
Animation (BA Hons) (Year 3),9,S2
Animation (BA Hons) (Year 4),3,S2
Anthropology and Sociology of Medicine (BMedSci Hons) - 1 Year (Intercalation) (Year 1),4,S2
Anthropology and Sociology of Medicine (BMedSci Hons) - 1 Year (Intercalation) (Year 3),6,S2
Applied Animal Behaviour and Animal Welfare (MSc) (Full-time) (Year 1),16,S2
Applied Animal Behaviour and Animal Welfare (MSc) (Part-time) - 2 Years (Year 2),9,S2
Applied Environmental Hydrogeology (MSc) - 1 Year (Full-Time) (Year 1),12,S2
Applied Linguistics (MSc) (Full-time) (Year 1),15,S2
Applied Mathematics (BSc Hons) (Year 1),41,S2
Applied Mathematics (BSc Hons) (Year 2),70,S2
Applied Mathematics (BSc Hons) (Year 3),6,S2
Applied Mathematics (BSc Hons) (Year 4),50,S2
Applied Mathematics (MMath) (Year 1),4,S2
Applied Mathematics (MMath) (Year 3),3,S2
Applied Mathematics (MMath) (Year 4),10,S2
Applied Mathematics (MMath) (Year 5),4,S2
Applied Sport Science (BSc Hons) (Year 1),45,S2
Applied Sport Science (BSc Hons) (Year 2),71,S2
Applied Sport Science (BSc Hons) (Year 3),15,S2
Applied Sport Science (BSc Hons) (Year 4),31,S2
Applied and Computational Mathematics (PhD) (Full-time) (Year 1),1,S2
Applied and Computational Mathematics (PhD) (Full-time) (Year 2),8,S2
Applied and Computational Mathematics (PhD) (Full-time) (Year 3),3,S2
Arabic and Ancient Greek (MA Hons) (Year 1),4,S2
Arabic and Ancient Greek (MA Hons) (Year 2),14,S2
Arabic and Business MA (Hons) (Year 1),8,S2
Arabic and Business MA (Hons) (Year 2),14,S2
Arabic and French (MA Hons) (Year 1),28,S2
Arabic and French (MA Hons) (Year 2),14,S2
Arabic and French (MA Hons) (Year 4),26,S2
Arabic and History (MA Hons) (Year 2),24,S2
Arabic and History (MA Hons) (Year 4),3,S2
Arabic and Persian (MA Hons) (Year 1),10,S2
Arabic and Persian (MA Hons) (Year 2),18,S2
Arabic and Persian (MA Hons) (Year 4),11,S2
Arabic and Politics (MA Hons) (Year 1),16,S2
Arabic and Politics (MA Hons) (Year 2),28,S2
Arabic and Politics (MA Hons) (Year 4),16,S2
Arabic and Social Anthropology (MA Hons) (Year 1),11,S2
Arabic and Social Anthropology (MA Hons) (Year 2),15,S2
Arabic and Social Anthropology (MA Hons) (Year 3),1,S2
Arabic and Spanish (MA Hons) (Year 1),27,S2
Arabic and Spanish (MA Hons) (Year 2),44,S2
Arabic and Spanish (MA Hons) (Year 4),24,S2
Arabic with Islamic and Middle Eastern Studies MA (Hons) (Year 1),15,S2
Arabic with Islamic and Middle Eastern Studies MA (Hons) (Year 2),16,S2
Arabic with Islamic and Middle Eastern Studies MA (Hons) (Year 4),6,S2
Archaeology (MA Hons) (Year 1),27,S2
Archaeology (MA Hons) (Year 2),29,S2
Archaeology (MA Hons) (Year 3),16,S2
Archaeology (MA Hons) (Year 4),16,S2
Archaeology (MSc) (Full-time) (Year 1),8,S2
Archaeology (MSc) (Part-time) (Year 1),9,S2
Archaeology (MSc) (Part-time) (Year 2),1,S2
Archaeology (PhD) (Part-time) - 6 Years (Year 1),1,S2
Archaeology and Ancient History MA (Hons) (Year 1),44,S2
Archaeology and Ancient History MA (Hons) (Year 2),27,S2
Archaeology and Ancient History MA (Hons) (Year 3),20,S2
Archaeology and Ancient History MA (Hons) (Year 4),11,S2
Archaeology and Social Anthropology (MA Hons) (Year 1),44,S2
Archaeology and Social Anthropology (MA Hons) (Year 2),21,S2
Archaeology and Social Anthropology (MA Hons) (Year 3),20,S2
Archaeology and Social Anthropology (MA Hons) (Year 4),19,S2
Archaeology by Distance (PHD) (Year 1),1,S2
Architectural History and Archaeology (MA Hons) (Year 1),8,S2
Architectural History and Archaeology (MA Hons) (Year 4),3,S2
Architectural History and Heritage MA(Hons) (Year 1),18,S2
Architectural History and Heritage MA(Hons) (Year 2),23,S2
Architectural History and Heritage MA(Hons) (Year 3),7,S2
Architectural History and Heritage MA(Hons) (Year 4),10,S2
Architectural and Urban Design (MSc) (Year 1),4,S2
Architecture (AHRC) (PhD) - 3.5 Years (Full-Time) (Year 1),1,S2
Architecture (BA) (Year 3),13,S2
Architecture (BA) (Year 4),6,S2
Architecture (MA Hons) (Year 1),21,S2
Architecture (MA Hons) (Year 2),38,S2
Architecture (MA Hons) (Year 3),13,S2
Architecture (MA Hons) (Year 4),33,S2
Architecture (MArch) (Year 1),4,S2
Architecture (MArch) (Year 2),4,S2
Architecture (PhD) (Full-time) (Year 1),1,S2
Architecture (PhD) (Full-time) (Year 2),1,S2
Architecture (PhD) (Part-time) (Year 4),1,S2
Architecture by Design (PhD) (Full-time) (Year 2),1,S2
"Architecture, Landscape & Environment (MSc) (Year 1)",10,S2
Art PhD - 3 Years (Full-Time) (Year 1),1,S2
Art PhD - 3 Years (Full-Time) (Year 2),13,S2
Art PhD - 3 Years (Full-Time) (Year 3),1,S2
Art by Distance (PhD) - 6 Years (Part-time) (Year 2),1,S2
Artificial Intelligence (BSc Hons) (Year 1),25,S2
Artificial Intelligence (BSc Hons) (Year 2),36,S2
Artificial Intelligence (BSc Hons) (Year 3),25,S2
Artificial Intelligence (BSc Hons) (Year 4),45,S2
Artificial Intelligence (MSc) (Full-time) (Year 1),91,S2
Artificial Intelligence (MSc) (Full-time) (Year 2),19,S2
Artificial Intelligence (MSc) (Part-time) - 2 Years (Year 1),12,S2
Artificial Intelligence and Computer Science (BSc Hons) (Year 1),60,S2
Artificial Intelligence and Computer Science (BSc Hons) (Year 2),43,S2
Artificial Intelligence and Computer Science (BSc Hons) (Year 3),60,S2
Artificial Intelligence and Computer Science (BSc Hons) (Year 4),88,S2
Artificial Intelligence and Mathematics (BSc Hons) (Year 4),5,S2
Artificial Intelligence for Biomedical Innovation (PhD with Integrated Study) (Year 1),20,S2
"Arts, Humanities and Social Science (BA) (AHSS) (BUS) - (Full-time) (Year 3)",7,S2
"Arts, Humanities and Social Science (BA) (AHSS) (ECA) - (Full-time) (Year 2)",8,S2
"Arts, Humanities and Social Science (BA) (AHSS) (ECN) - (Full-time) (Year 3)",9,S2
"Arts, Humanities and Social Science (BA) (AHSS) (HCA) - (Full-time) (Year 2)",25,S2
"Arts, Humanities and Social Science (BA) (AHSS) (HCA) - (Full-time) (Year 3)",10,S2
"Arts, Humanities and Social Science (BA) (AHSS) (LLC) - (Full-time) (Year 2)",7,S2
"Arts, Humanities and Social Science (BA) (AHSS) (LLC) - (Full-time) (Year 3)",11,S2
"Arts, Humanities and Social Science (BA) (AHSS) (PPL) - (Full-time) (Year 2)",21,S2
"Arts, Humanities and Social Science (BA) (AHSS) (PPL) - (Full-time) (Year 3)",57,S2
"Arts, Humanities and Social Science (BA) (AHSS) (SPS) - (Full-time) (Year 1)",15,S2
"Arts, Humanities and Social Science (BA) (AHSS) (SPS) - (Full-time) (Year 2)",5,S2
"Arts, Humanities and Social Science (BA) (AHSS) (SPS) - (Full-time) (Year 3)",38,S2
Astrobiology and Planetary Sciences MSc (Year 1),15,S2
Astronomy (PhD) (Full-time) (Year 1),2,S2
Astronomy (PhD) (Full-time) (Year 2),3,S2
Astronomy (PhD) (Full-time) (Year 4),6,S2
Astrophysics (BSc Hons) (Year 1),37,S2
Astrophysics (BSc Hons) (Year 2),53,S2
Astrophysics (BSc Hons) (Year 3),36,S2
Astrophysics (BSc Hons) (Year 4),23,S2
Astrophysics (MPhys) (Year 1),33,S2
Astrophysics (MPhys) (Year 2),71,S2
Astrophysics (MPhys) (Year 3),37,S2
Astrophysics (MPhys) (Year 4),33,S2
Astrophysics (MPhys) (Year 5),36,S2
Atmospheric and Environmental Sciences (PhD) (Year 1),1,S2
Atmospheric and Environmental Sciences (PhD) (Year 2),1,S2
Atmospheric and Environmental Sciences (PhD) (Year 3),1,S2
BSc Ordinary Sciences BIO (Year 1),12,S2
BSc Ordinary Sciences BIO (Year 3),8,S2
BSc Ordinary Sciences ENG (Year 3),21,S2
BSc Ordinary Sciences INF (Year 2),20,S2
BSc Ordinary Sciences INF (Year 3),17,S2
BSc Ordinary Sciences MAT (Year 3),23,S2
BSc Ordinary Sciences PHY (Year 3),18,S2
Banking Innovation and Risk Analytics (MSc) - 1 Year (Full-time) (Year 1),5,S2
Biblical Studies (MTh) (Full-time) (Year 1),7,S2
Biochemistry (BMedSci Hons) (Year 3),12,S2
Biochemistry (MSC) (Year 1),10,S2
Bioethics Law and Society (BMedSci) (Year 3),9,S2
Bioinformatics (MSc) (Year 1),18,S2
Biological Sciences (BSc Hons) (Year 1),64,S2
Biological Sciences (BSc Hons) (Year 2),79,S2
Biological Sciences (Biochemistry) (BSc Hons) (Year 2),15,S2
Biological Sciences (Biochemistry) (BSc Hons) (Year 3),59,S2
Biological Sciences (Biochemistry) (BSc Hons) (Year 4),19,S2
Biological Sciences (Biotechnology) (BSc Hons) (Year 3),59,S2
Biological Sciences (Biotechnology) (BSc Hons) (Year 4),15,S2
Biological Sciences (Biotechnology) with Management (BSc Hons) (Year 3),13,S2
Biological Sciences (Biotechnology) with Management (BSc Hons) (Year 4),8,S2
Biological Sciences (Cell Biology) (BSc Hons) (Year 3),20,S2
Biological Sciences (Cell Biology) (BSc Hons) (Year 4),17,S2
"Biological Sciences (Development, Regeneration and Stem Cells) (BSc Hons) (Year 3)",62,S2
"Biological Sciences (Development, Regeneration and Stem Cells) (BSc Hons) (Year 4)",13,S2
Biological Sciences (Ecology) (BSc Hons) (Year 3),13,S2
Biological Sciences (Ecology) (BSc Hons) (Year 4),22,S2
Biological Sciences (Evolutionary Biology) (BSc Hons) (Year 3),18,S2
Biological Sciences (Evolutionary Biology) (BSc Hons) (Year 4),21,S2
Biological Sciences (Genetics) (BSc Hons) (Year 3),37,S2
Biological Sciences (Genetics) (BSc Hons) (Year 4),16,S2
Biological Sciences (Genetics) with Management (BSc Hons) (Year 3),6,S2
Biological Sciences (Immunology) (BSc Hons) (Year 3),61,S2
Biological Sciences (Immunology) (BSc Hons) (Year 4),15,S2
Biological Sciences (Immunology) with Management (BSc Hons) (Year 3),19,S2
Biological Sciences (Immunology) with Management (BSc Hons) (Year 4),12,S2
Biological Sciences (Molecular Biology) (BSc Hons) (Year 2),9,S2
Biological Sciences (Molecular Biology) (BSc Hons) (Year 3),22,S2
Biological Sciences (Molecular Biology) (BSc Hons) (Year 4),18,S2
Biological Sciences (Molecular Genetics) (BSc Hons) (Year 3),38,S2
Biological Sciences (Molecular Genetics) (BSc Hons) (Year 4),15,S2
Biological Sciences (Molecular Genetics) with Management (BSc Hons) (Year 3),10,S2
Biological Sciences (PhD) - 3 Years (Full-time) (Year 1),8,S2
Biological Sciences (PhD) - 3 Years (Full-time) (Year 2),3,S2
Biological Sciences (Plant Science) (BSc Hons) (Year 2),10,S2
Biological Sciences (Plant Science) (BSc Hons) (Year 3),34,S2
Biological Sciences (Plant Science) (BSc Hons) (Year 4),12,S2
